,date,team,player,injury,duration,notes,long_name,position
4539,3/9/08,DAL,Matt Niskanen,back,13,sore back (DTD),Stars,C
4541,10/22/09,DAL,Matt Niskanen,head,1,head injury (DTD),Stars,C
4543,1/7/11,DAL,Matt Niskanen,la,33,lacerated hand (DTD),Stars,C
4546,3/12/16,DAL,Mattias Janmark-Nylen,torso,1,upper body injury (DTD),Stars,C
4547,9/30/16,DAL,Mattias Janmark-Nylen,ul,48,knee injury (DTD),Stars,C
4548,11/16/07,DAL,Mattias Norstrom,torso,17,placed on IR with facial injury,Stars,LW
4551,3/1/07,DAL,Mattias Norstrom,ul,2,knee injury (DTD),Stars,LW
4554,11/8/07,DAL,Mattias Norstrom,torso,14,facial injury (DTD),Stars,LW
4557,12/23/07,DAL,Mattias Norstrom,ul,56,knee injury (DTD),Stars,LW
4560,10/20/09,DAL,Mike Modano,torso,15,placed on IR with bruised ribs,Stars,C
4561,3/15/10,DAL,Mike Modano,torso,18,placed on IR with appendectomy,Stars,C
4562,10/5/09,DAL,Mike Modano,torso,122,bruised ribs (DTD),Stars,C
4563,9/21/07,DAL,Mike Ribeiro,ll,19,placed on IR with sprained ankle,Stars,C
4564,1/7/10,DAL,Mike Ribeiro,head,32,placed on IR with throat contusion,Stars,C
4565,1/16/12,DAL,Mike Ribeiro,ul,7,placed on IR with knee injury,Stars,C
4566,1/10/12,DAL,Mike Ribeiro,ul,37,knee injury (DTD),Stars,C
4567,10/10/07,DAL,Mike Smith,ua,7,placed on IR with arm injury,Stars,G
4568,3/8/10,DAL,Nicklas Grossman,back,3,back injury (DTD),Stars,LW
4572,2/14/11,DAL,Nicklas Grossman,ul,234,hip flexor injury (DTD),Stars,LW
4576,12/3/14,DAL,Patrick Eaves,ll,55,placed on IR with fractured ankle,Stars,RW
4577,2/13/15,DAL,Patrick Eaves,head,16,placed on IR with concussion,Stars,RW
4578,10/14/15,DAL,Patrick Eaves,torso,29,placed on IR with lower body injury,Stars,RW
4579,11/14/14,DAL,Patrick Eaves,ll,1,bruised foot (DTD),Stars,RW
4580,10/21/16,DAL,Patrick Eaves,torso,17,lower body injury (DTD),Stars,RW
4581,10/21/16,DAL,Patrick Sharp,head,28,placed on IR with concussion-like symptoms,Stars,LW
4583,3/3/16,DAL,Patrick Sharp,torso,10,lower body injury (DTD),Stars,LW
4584,10/18/14,DAL,Patrik Nemeth,ua,136,placed on IR with arm injury,Stars,C
4586,4/25/14,DAL,Patrik Nemeth,torso,5,upper body injury (DTD),Stars,C
4588,1/10/12,DAL,Philip Larsen,head,9,placed on IR with concussion,Stars,C
4592,12/19/11,DAL,Philip Larsen,ul,3,bruised quadriceps (DTD),Stars,C
4596,1/1/12,DAL,Philip Larsen,head,6,concussion / head injury (DTD),Stars,C
4600,2/25/13,DAL,Philip Larsen,torso,44,upper body injury (DTD),Stars,C
4604,12/5/07,DAL,Philippe Boucher,torso,82,placed on IR with surgery on shoulder,Stars,D
4606,3/7/08,DAL,Philippe Boucher,torso,41,right shoulder injury (DTD),Stars,D
4608,3/10/12,DAL,Radek Dvorak,ll,16,ankle injury (DTD),Stars,RW
4609,1/22/17,DAL,Radek Faksa,torso,51,lower body injury (DTD),Stars,C
4610,2/2/13,DAL,Ray Whitney,ll,38,placed on IR with fractured foot,Stars,C
4613,11/10/13,DAL,Ray Whitney,torso,16,placed on IR with lower body injury,Stars,C
4619,2/14/11,DAL,Raymond Sawada,head,11,placed on IR with separated shoulder / broken nose,Stars,RW
4620,2/4/11,DAL,Raymond Sawada,head,36,separated shoulder / broken nose (DTD),Stars,RW
4621,9/30/13,DAL,Rich Peverley,head,1,placed on IR with irregular hearbeat,Stars,C
4622,3/4/14,DAL,Rich Peverley,torso,1,upper body injury (DTD),Stars,C
4623,3/11/14,DAL,Rich Peverley,head,365,irregular heartbeat (out for season),Stars,C
4624,3/19/13,DAL,Ryan Garbutt,la,15,placed on IR with hand injury,Stars,C
4625,3/16/13,DAL,Ryan Garbutt,la,6,hand injury (DTD),Stars,C
4626,12/5/13,DAL,Ryan Garbutt,ll,10,foot injury (DTD),Stars,C
4627,11/17/14,DAL,Ryan Garbutt,torso,10,upper body injury (DTD),Stars,C
4629,9/20/13,DAL,Scott Glennie,ul,25,knee injury (DTD),Stars,RW
4634,10/6/14,DAL,Sergei Gonchar,ll,29,placed on IR with fractured ankle,Stars,D
4638,12/22/13,DAL,Sergei Gonchar,head,8,concussion (DTD),Stars,D
4642,2/7/08,DAL,Sergei Zubov,ll,80,placed on IR with foot injury,Stars,G
4647,9/19/08,DAL,Sergei Zubov,ul,49,placed on IR with surgery on hip,Stars,G
4652,4/23/07,DAL,Sergei Zubov,torso,10,torso injury (DTD),Stars,G
4657,1/2/08,DAL,Sergei Zubov,la,1,hand injury (DTD),Stars,G
4662,1/12/08,DAL,Sergei Zubov,ll,9,bruised foot (DTD),Stars,G
4667,2/17/09,DAL,Sergei Zubov,ul,365,surgery on hip (out for season),Stars,G
4672,3/14/14,DAL,Shawn Horcoff,torso,31,upper body injury (DTD),Stars,C
4673,1/2/12,DAL,Sheldon Souray,ll,8,placed on IR with ankle injury,Stars,G
4676,12/24/11,DAL,Sheldon Souray,ll,2,ankle injury (DTD),Stars,G
4679,3/8/12,DAL,Sheldon Souray,torso,36,lower body injury (DTD),Stars,G
4682,12/28/11,DAL,Stephane Robidas,ll,7,placed on IR with foot injury,Stars,G
4687,11/30/13,DAL,Stephane Robidas,ll,1,placed on IR with fractured right leg,Stars,G
4692,3/18/07,DAL,Stephane Robidas,head,6,concussion (DTD),Stars,G
4697,3/30/09,DAL,Stephane Robidas,torso,1,lower body injury (DTD),Stars,G
4702,12/21/11,DAL,Stephane Robidas,ll,54,foot injury (DTD),Stars,G
4707,12/23/16,DAL,Stephen Johns,torso,30,lower body injury (DTD),Stars,RW
4709,11/24/08,DAL,Steve Ott,la,24,placed on IR with broken right hand,Stars,C
4710,10/16/09,DAL,Steve Ott,torso,5,placed on IR with strained oblique muscle,Stars,C
4711,2/11/10,DAL,Steve Ott,torso,19,placed on IR with appendectomy,Stars,C
4712,11/10/11,DAL,Steve Ott,ul,7,placed on IR with hip injury,Stars,C
4713,10/23/08,DAL,Steve Ott,ul,9,groin injury (DTD),Stars,C
4714,10/12/09,DAL,Steve Ott,torso,1,strained oblique muscle (DTD),Stars,C
4715,11/4/11,DAL,Steve Ott,ul,6,hip injury (DTD),Stars,C
4716,3/8/12,DAL,Steve Ott,back,44,back spasms (DTD),Stars,C
4717,2/20/08,DAL,Stu Barnes,head,70,surgery on retina (out 1-2 weeks),Stars,C
4718,2/24/09,DAL,Toby Petersen,ll,1,placed on IR with fractured left foot,Stars,RW
4719,12/9/10,DAL,Toby Petersen,la,7,placed on IR with hand injury,Stars,RW
4720,1/2/11,DAL,Toby Petersen,torso,44,placed on IR with lower body injury,Stars,RW
4721,12/4/10,DAL,Toby Petersen,la,40,hand injury (DTD),Stars,RW
4722,1/28/10,DAL,Tom Wandell,ul,5,placed on IR recovering from surgery on left knee (out for season),Stars,C
4723,2/2/11,DAL,Tom Wandell,torso,7,placed on IR with shoulder injury,Stars,C
4724,1/22/10,DAL,Tom Wandell,torso,368,lower body injury (DTD),Stars,C
4725,12/20/11,DAL,Tomas Vincour,ul,28,placed on IR with knee injury,Stars,RW
4726,12/16/11,DAL,Tomas Vincour,ul,56,knee injury (DTD),Stars,RW
4727,2/5/15,DAL,Travis Moen,torso,8,placed on IR with lower body injury,Stars,LW
4728,2/18/15,DAL,Travis Moen,torso,13,placed on IR with upper body injury,Stars,LW
4729,10/16/15,DAL,Travis Moen,torso,32,placed on IR with upper body injury (Y),Stars,LW
4730,2/12/16,DAL,Travis Moen,torso,17,placed on IR with lower body injury,Stars,LW
4731,12/12/14,DAL,Travis Moen,torso,3,upper body injury (DTD),Stars,LW
4732,5/9/16,DAL,Travis Moen,la,365,hand injury (out for season),Stars,LW
4733,2/3/11,DAL,Travis Morin,head,20,dizzyness (DTD),Stars,C
4734,12/17/09,DAL,Trevor Daley,torso,11,placed on IR with shoulder injury,Stars,G
4744,12/6/13,DAL,Trevor Daley,ll,31,placed on IR with sprained left ankle,Stars,G
4749,3/27/09,DAL,Trevor Daley,ul,7,right knee injury (DTD),Stars,G
4754,12/16/09,DAL,Trevor Daley,torso,1,shoulder injury (left game),Stars,G
4759,3/4/15,DAL,Trevor Daley,ul,59,sprained knee (DTD),Stars,G
4764,2/13/15,DAL,Tyler Seguin,ul,22,placed on IR with sprained right knee,Stars,C
4765,12/1/13,DAL,Tyler Seguin,head,7,concussion (CBC) / concussion-like symptoms (T) (DTD),Stars,C
4766,3/18/16,DAL,Tyler Seguin,ll,196,Achilles injury (DTD),Stars,C
4767,10/19/14,DAL,Valeri Nichushkin,ul,16,placed on IR with groin injury,Stars,RW
4768,11/7/14,DAL,Valeri Nichushkin,ul,140,placed on IR with groin injury,Stars,RW
4769,10/14/14,DAL,Valeri Nichushkin,ul,1,groin/hip injury (DTD),Stars,RW
4770,1/1/16,DAL,Valeri Nichushkin,torso,17,lower body injury (DTD),Stars,RW
4772,12/8/13,DAL,Vernon Fiddler,torso,401,upper body injury (DTD),Stars,LW
4774,9/25/09,DAL,Warren Peters,head,14,placed on IR with fractured orbital bone,Stars,C
4775,3/2/15,DET,Alexey Marchenko,torso,220,placed on IR with oblique injury,Red Wings,LW
4780,11/26/16,DET,Alexey Marchenko,torso,13,placed on IR with upper body injury,Red Wings,LW
4785,12/14/16,DET,Alexey Marchenko,torso,22,placed on IR with right shoulder injury,Red Wings,LW
4790,11/21/16,DET,Alexey Marchenko,torso,55,upper body injury (DTD),Red Wings,LW
4795,11/11/16,DET,Andreas Athanasiou,ul,27,placed on IR with sprained knee,Red Wings,C
4796,10/21/08,DET,Andreas Lilja,torso,10,appendectomy (DTD),Red Wings,RW
4799,3/2/09,DET,Andreas Lilja,head,209,concussion (out for season),Red Wings,RW
4802,10/3/14,DET,Andy Miele,torso,53,placed on IR with sports hernia,Red Wings,C
4803,11/1/09,DET,Brad May,head,2,right eye injury (DTD),Red Wings,LW
4805,10/23/15,DET,Brad Richards,torso,28,placed on IR with upper body injury (Y),Red Wings,C
4806,10/23/15,DET,Brad Richards,torso,58,lower body injury (DTD),Red Wings,C
4807,1/29/09,DET,Brad Stuart,ul,27,placed on IR with knee injury,Red Wings,G
4811,1/15/11,DET,Brad Stuart,head,33,placed on IR with broken jaw,Red Wings,G
4815,3/20/08,DET,Brad Stuart,la,4,broken finger (out indefinitely),Red Wings,G
4819,10/18/08,DET,Brad Stuart,ul,1,left knee injury (DTD),Red Wings,G
4823,1/27/10,DET,Brad Stuart,torso,1,sprained left shoulder (left game),Red Wings,G
4827,1/8/11,DET,Brad Stuart,head,25,broken jaw (DTD),Red Wings,G
4831,2/3/13,DET,Brendan Smith,torso,24,placed on IR with sprained right shoulder,Red Wings,D
4835,11/3/13,DET,Brendan Smith,torso,16,placed on IR with shoulder injury,Red Wings,D
4839,11/19/14,DET,Brendan Smith,la,11,placed on IR with hand infection,Red Wings,D
4843,11/27/16,DET,Brendan Smith,ul,30,placed on IR with knee injury,Red Wings,D
4847,1/5/17,DET,Brendan Smith,ul,30,placed on IR with right knee injury,Red Wings,D
4851,3/26/07,DET,Brett Lebda,head,11,concussion (DTD),Red Wings,RW
4854,4/22/07,DET,Brett Lebda,ul,9,knee injury (DTD),Red Wings,RW
4857,1/30/08,DET,Brett Lebda,la,11,wrist injury (DTD),Red Wings,RW
4860,2/13/09,DET,Brett Lebda,back,23,back injury (DTD),Red Wings,RW
4863,2/20/08,DET,Brian Rafalski,ul,2,placed on IR with groin injury,Red Wings,LW
4867,2/14/08,DET,Brian Rafalski,ul,1,groin injury (DTD),Red Wings,LW
4871,5/1/09,DET,Brian Rafalski,torso,1,upper body injury (DTD),Red Wings,LW
4875,10/12/10,DET,Brian Rafalski,ul,6,knee injury (out indefinitely),Red Wings,LW
4879,12/27/10,DET,Brian Rafalski,back,60,back injury (DTD),Red Wings,LW
4883,1/22/13,DET,Carlo Colaiacovo,torso,62,placed on IR with left shoulder injury,Red Wings,RW
4885,10/2/08,DET,Chris Chelios,ll,63,placed on IR with fractured right tibia,Red Wings,RW
4889,4/7/07,DET,Chris Chelios,torso,1,upper body injury (DTD),Red Wings,RW
4893,2/23/08,DET,Chris Chelios,ll,86,right leg injury (DTD),Red Wings,RW
4897,12/15/11,DET,Chris Conner,la,18,placed on IR with fractured right hand,Red Wings,RW
4898,1/18/11,DET,Chris Osgood,ul,55,placed on IR recovering from surgery to repair groin injury,Red Wings,G
4899,3/23/11,DET,Chris Osgood,ul,3,placed on IR with groin injury (out for season),Red Wings,G
4900,1/8/11,DET,Chris Osgood,torso,7,surgery to repair sports hernia (out indefinitely),Red Wings,G
4901,3/16/11,DET,Chris Osgood,ul,6,groin injury (DTD),Red Wings,G
4902,1/20/14,DET,Cory Emmerton,la,13,placed on IR with hand/finger injury,Red Wings,C
4904,10/25/07,DET,Dallas Drake,head,5,placed on IR with cheekbone injury,Red Wings,RW
4905,10/19/07,DET,Dallas Drake,head,6,headache (DTD),Red Wings,RW
4906,1/15/08,DET,Dallas Drake,ul,1,bruised right knee (DTD),Red Wings,RW
4907,3/22/08,DET,Dallas Drake,torso,8,chest injury (DTD),Red Wings,RW
4908,4/3/13,DET,Damien Brunner,ul,34,hip flexor injury (DTD),Red Wings,LW
4909,10/8/16,DET,Dan Renouf,ul,56,placed on IR with knee injury,Red Wings,RW
4910,1/22/14,DET,Daniel Alfredsson,back,2,placed on IR with back spasms,Red Wings,RW
4911,11/15/13,DET,Daniel Alfredsson,ul,14,sore/strained groin (DTD),Red Wings,RW
4912,12/30/13,DET,Daniel Alfredsson,torso,113,upper body injury (DTD),Red Wings,RW
4913,12/17/09,DET,Daniel Cleary,torso,21,placed on IR separated shoulder,Red Wings,LW
4914,12/27/10,DET,Daniel Cleary,ll,37,placed on IR with broken left ankle,Red Wings,LW
4915,2/16/12,DET,Daniel Cleary,ul,5,placed on IR with knee injury,Red Wings,LW
4916,2/9/08,DET,Daniel Cleary,head,3,broken jaw (out ~8 weeks),Red Wings,LW
4917,12/10/09,DET,Daniel Cleary,torso,3,separated shoulder (DTD),Red Wings,LW
4918,3/20/10,DET,Daniel Cleary,ul,1445,groin injury (DTD),Red Wings,LW
4919,5/10/13,DET,Danny DeKeyser,la,1,placed on IR with fractured right thumb (out for season),Red Wings,G
4924,11/20/13,DET,Danny DeKeyser,torso,31,placed on IR with separated left shoulder,Red Wings,G
4929,10/4/15,DET,Danny DeKeyser,ll,13,placed on IR with foot injury,Red Wings,G
4934,5/3/13,DET,Danny DeKeyser,la,1,fractured right thumb (out for season),Red Wings,G
4939,1/3/14,DET,Danny DeKeyser,torso,342,lower body injury (DTD),Red Wings,G
4944,3/9/07,DET,Danny Markov,torso,14,upper body injury (DTD),Red Wings,G
4945,9/30/09,DET,Darren Helm,ua,13,placed on IR with right arm injury,Red Wings,LW
4946,1/18/13,DET,Darren Helm,back,7,placed on IR with strained back,Red Wings,LW
4947,2/5/13,DET,Darren Helm,back,270,placed on IR with back injury (out for season),Red Wings,LW
4948,12/15/13,DET,Darren Helm,torso,15,placed on IR with shoulder injury,Red Wings,LW
4949,1/11/14,DET,Darren Helm,ul,9,placed on IR with groin injury,Red Wings,LW
4950,10/4/15,DET,Darren Helm,head,13,placed on IR with shoulder injury (CBC) / concussion (CBS S T),Red Wings,LW
4951,11/16/16,DET,Darren Helm,torso,65,placed on IR with dislocated shoulder,Red Wings,LW
4952,9/15/09,DET,Darren Helm,ua,6,right arm injury (out indefinitely),Red Wings,LW
4953,12/14/09,DET,Darren Helm,la,10,left wrist injury (DTD),Red Wings,LW
4954,12/29/11,DET,Darren Helm,ul,1,groin injury (DTD),Red Wings,LW
4955,4/12/12,DET,Darren Helm,head,14,lacerated right forearm (out for season),Red Wings,LW
4956,1/27/13,DET,Darren Helm,back,11,back injury (out for season),Red Wings,LW
4957,3/5/14,DET,Darren Helm,head,1,head injury (DTD),Red Wings,LW
4958,3/1/15,DET,Darren Helm,torso,3,upper body injury (DTD),Red Wings,LW
4959,10/7/08,DET,Darren McCarty,ul,140,placed on IR with groin injury,Red Wings,RW
4960,3/9/08,DET,Darren McCarty,torso,10,rib injury (DTD),Red Wings,RW
4962,1/15/09,DET,Derek Meech,ul,18,thigh injury (DTD),Red Wings,G
4964,10/25/07,DET,Dominik Hasek,ul,13,placed on IR with hip injury (out indefinitely),Red Wings,G
4965,2/20/08,DET,Dominik Hasek,ul,9,placed on IR with hip flexor injury,Red Wings,G
4966,3/2/07,DET,Dominik Hasek,ul,1,thigh injury (DTD),Red Wings,G
4967,3/12/08,DET,Dominik Hasek,back,14,back injury (DTD),Red Wings,G
4968,12/22/15,DET,Drew Miller,head,15,placed on IR with fractured jaw,Red Wings,LW
4969,1/11/16,DET,Drew Miller,torso,1,placed on IR with lower body injury (out for season),Red Wings,LW
4970,2/6/10,DET,Drew Miller,ll,12,ankle injury (left game),Red Wings,LW
4971,4/21/13,DET,Drew Miller,la,8,fractured right hand (DTD),Red Wings,LW
4974,12/26/15,DET,Dylan Larkin,torso,57,upper body injury (DTD),Red Wings,C
4975,3/25/15,DET,Erik Cole,torso,365,upper body injury (out for season),Red Wings,LW
4976,2/4/17,DET,Frans Nielsen,torso,6,placed on IR with upper body injury,Red Wings,LW
4977,12/17/13,DET,Gustav Nyquist,ul,48,groin injury (DTD),Red Wings,RW
4978,12/11/13,DET,Henrik Zetterberg,torso,16,placed on IR with herniated disc,Red Wings,LW
4979,2/26/14,DET,Henrik Zetterberg,back,57,placed on IR with surgery on back,Red Wings,LW
4980,2/28/15,DET,Henrik Zetterberg,head,4,placed on IR with head injury,Red Wings,LW
4981,12/22/07,DET,Henrik Zetterberg,back,1,back spasms (DTD),Red Wings,LW
4982,10/16/08,DET,Henrik Zetterberg,ul,1,strained groin (DTD),Red Wings,LW
4983,1/29/09,DET,Henrik Zetterberg,back,13,back injury (DTD),Red Wings,LW
4984,4/7/11,DET,Henrik Zetterberg,ll,3,ankle injury (out indefinitely),Red Wings,LW
4985,3/31/13,DET,Henrik Zetterberg,ul,4,groin injury (DTD),Red Wings,LW
4986,12/3/13,DET,Henrik Zetterberg,torso,6,herniated disc (DTD),Red Wings,LW
4987,2/23/15,DET,Henrik Zetterberg,head,55,head injury (DTD),Red Wings,LW
4988,11/19/11,DET,Ian White,head,3,placed on 7-day IR with fractured cheekbone,Red Wings,LW
4991,1/23/13,DET,Ian White,ll,13,placed on IR with lacerated left leg,Red Wings,LW
4994,11/14/11,DET,Ian White,head,45,fractured cheekbone (DTD),Red Wings,LW
5001,2/5/14,DET,Jakub Kindl,torso,30,placed on IR with lower body injury,Red Wings,C
5005,12/29/14,DET,Jakub Kindl,ua,3,placed on IR with elbow injury,Red Wings,C
5009,3/4/12,DET,Jakub Kindl,torso,8,upper body injury (DTD),Red Wings,C
5013,9/26/11,DET,Jan Mursak,ll,93,placed on IR with fractured ankle,Red Wings,LW
5014,1/20/13,DET,Jan Mursak,torso,30,placed on IR with collarbone injury,Red Wings,LW
5015,2/7/11,DET,Jan Mursak,ll,60,toe injury (DTD),Red Wings,LW
5017,10/7/08,DET,Jimmy Howard,la,9,placed on IR with broken finger,Red Wings,G
5018,12/17/13,DET,Jimmy Howard,ul,13,placed on IR with knee injury,Red Wings,G
5019,1/24/14,DET,Jimmy Howard,ul,3,placed on IR with knee injury,Red Wings,G
5020,10/17/14,DET,Jimmy Howard,ul,4,placed on IR with strained groin,Red Wings,G
5021,12/23/14,DET,Jimmy Howard,torso,4,placed on IR with lower body injury,Red Wings,G
5022,1/11/15,DET,Jimmy Howard,ul,31,placed on IR with groin injury,Red Wings,G
5023,11/26/16,DET,Jimmy Howard,ul,11,placed on IR with groin injury,Red Wings,G
5024,12/21/16,DET,Jimmy Howard,ul,9,placed on IR with sprained MCL in knee,Red Wings,G
5025,10/7/08,DET,Jimmy Howard,la,5,broken finger (out 1-2 weeks),Red Wings,G
5026,10/28/10,DET,Jimmy Howard,back,1,back spasms (DTD),Red Wings,G
5027,1/15/11,DET,Jimmy Howard,ul,1,knee injury (DTD),Red Wings,G
5028,3/27/11,DET,Jimmy Howard,torso,4,sprained shoulder (DTD),Red Wings,G
5029,2/4/12,DET,Jimmy Howard,la,1,finger injury (out indefinitely),Red Wings,G
5030,3/4/12,DET,Jimmy Howard,back,11,lower back / groin (CBC) injury (DTD),Red Wings,G
5031,3/20/12,DET,Jimmy Howard,ul,11,strained groin (DTD),Red Wings,G
5032,10/15/13,DET,Jimmy Howard,la,6,bruised hand (DTD),Red Wings,G
5033,12/11/13,DET,Jimmy Howard,ul,1,knee injury (DTD),Red Wings,G
5034,12/20/14,DET,Jimmy Howard,torso,47,lower body injury (DTD),Red Wings,G
5035,1/20/14,DET,Joakim Andersson,torso,8,placed on IR with lower body injury,Red Wings,C
5036,1/16/14,DET,Joakim Andersson,torso,3,lower (CBC) / upper (Y) body injury (DTD),Red Wings,C
5037,3/10/14,DET,Joakim Andersson,ll,32,fractured foot (DTD),Red Wings,C
5039,1/18/13,DET,Joey MacDonald,back,24,placed on IR with bulging disc in lower back,Red Wings,G
5040,3/19/12,DET,Joey MacDonald,back,365,back injury (out for season),Red Wings,G
5041,10/9/09,DET,Johan Franzen,ul,123,placed on IR with torn ACL in left knee (out indefinitely),Red Wings,RW
5042,2/15/13,DET,Johan Franzen,ul,1,placed on IR with hip flexor injury,Red Wings,RW
5043,12/19/13,DET,Johan Franzen,head,37,placed on IR with head injury,Red Wings,RW
5044,1/28/14,DET,Johan Franzen,head,29,placed on IR with concussion,Red Wings,RW
5045,10/17/14,DET,Johan Franzen,ul,16,placed on IR with thigh injury,Red Wings,RW
5046,1/7/15,DET,Johan Franzen,torso,3,placed on IR with upper body injury (out for season),Red Wings,RW
5047,10/13/15,DET,Johan Franzen,head,1,placed on IR with concussion-like symptoms (out for season) (Y),Red Wings,RW
5048,3/11/07,DET,Johan Franzen,torso,8,upper body injury (DTD),Red Wings,RW
5049,10/6/07,DET,Johan Franzen,ul,5,right knee injury (left game),Red Wings,RW
5050,5/10/08,DET,Johan Franzen,head,7,concussion (DTD),Red Wings,RW
5051,10/26/08,DET,Johan Franzen,ul,1,sprained MCL in left knee (out 2-3 weeks),Red Wings,RW
5052,2/8/09,DET,Johan Franzen,la,7,hand injury (DTD),Red Wings,RW
5053,10/15/10,DET,Johan Franzen,head,1,concussion (DTD),Red Wings,RW
5054,3/19/11,DET,Johan Franzen,ul,1,groin injury (DTD),Red Wings,RW
5055,4/20/11,DET,Johan Franzen,ll,13,ankle injury (DTD),Red Wings,RW
5056,3/17/12,DET,Johan Franzen,back,11,back spasms (DTD),Red Wings,RW
5057,2/13/13,DET,Johan Franzen,ul,1,hip flexor injury (DTD),Red Wings,RW
5058,12/16/13,DET,Johan Franzen,head,1020,head injury / concussion symptoms (DTD),Red Wings,RW
5059,2/8/13,DET,Jonas Gustavsson,ul,8,placed on IR with groin injury,Red Wings,G
5060,9/30/13,DET,Jonas Gustavsson,ul,11,placed on IR with groin injury,Red Wings,G
5061,11/1/13,DET,Jonas Gustavsson,head,6,placed on IR with strained neck,Red Wings,G
5062,1/4/14,DET,Jonas Gustavsson,ul,17,placed on IR with groin injury,Red Wings,G
5063,11/6/14,DET,Jonas Gustavsson,torso,86,placed on IR with separated left shoulder,Red Wings,G
5064,1/21/13,DET,Jonas Gustavsson,ul,13,groin injury (DTD),Red Wings,G
5065,2/11/15,DET,Jonas Gustavsson,torso,14,bruised shoulder (DTD),Red Wings,G
5066,3/9/15,DET,Jonas Gustavsson,head,365,concussion-like symptoms (out for season),Red Wings,G
5067,10/21/13,DET,Jonathan Ericsson,torso,25,placed on IR with partially dislocated left shoulder,Red Wings,C
